Category,Sunlight Level,Water Level,Watering Duration,Sunlight Duration,Nutrients,Ultrasonic Values
general monitoring,64.5876520461813,61.579900373372475,114,45,"[4.972031503709377, 4.951982287224502, 4.670380148794562, 7.007712073292672, 7.327537870267117]","[64, 29, 37, 25, 50]"
monitoring sunlight,54.01804370149617,5.427041599845007,170,118,"[3.8558602758120464, 8.592963309280476, 7.667226292176068, 0.6771363365671212, 3.433357621633842]","[67, 36, 17, 18, 31]"
monitoring water level,44.509211151570014,83.84216723233826,195,185,"[9.542192824568724, 9.22957982178126, 0.5353765014048817, 5.417019550578599, 0.23454633907774802]","[65, 44, 78, 92, 54]"
monitoring watering duration,18.959664591383806,0.607416621472745,170,61,"[8.682323734579747, 2.4101865886059617, 2.031575723673474, 5.924070766276314, 0.5349834368257211]","[23, 32, 49, 59, 59]"
monitoring sunlight duration,3.9327137628589193,12.462856074642847,87,33,"[2.872384643827207, 3.864590106670783, 5.272172911319545, 9.788838783495402, 5.4328091598534565]","[69, 49, 57, 38, 16]"
monitoring nutrients,94.06587380193268,37.856251037600906,297,140,"[5.997082906701793, 5.981561873066633, 6.618899541663572, 5.6722384370592245, 0.6919400827210542]","[19, 33, 32, 95, 95]"
general monitoring,94.30128353149642,66.8663837528107,204,280,"[1.5943423213077446, 2.080395222827698, 4.050969202791691, 2.2961584806061475, 2.047294343337427]","[18, 84, 12, 86, 50]"
general monitoring,30.99248716802029,92.16841185792237,81,115,"[5.461042824811843, 2.631268133619107, 4.860294614552185, 7.780922287495303, 5.75734083676691]","[52, 42, 93, 68, 48]"
general monitoring,76.85822488269505,98.18501380641948,276,86,"[1.0410839449778664, 5.584772528965396, 1.057370518772025, 3.577335195231117, 5.387081238902046]","[79, 87, 62, 40, 57]"
general monitoring,67.35965171682949,14.297003006185726,15,238,"[9.153265303682744, 1.316066238665351, 4.128185243544359, 2.5225593101686004, 9.688717362992342]","[62, 52, 61, 29, 16]"
general monitoring,53.394026786735395,41.44978137612051,199,276,"[3.9930877631575767, 3.822218959803342, 1.9671028980005723, 6.890142493356447, 2.9905737207988325]","[80, 66, 66, 50, 28]"
monitoring sunlight,53.16052943007142,51.829565405111424,148,34,"[0.9596821216044471, 9.71734770389384, 9.400188515367624, 5.19399443518938, 5.003928958745567]","[88, 45, 68, 52, 54]"
monitoring water level,18.557031386781986,10.917113331699591,228,28,"[0.011125165401303372, 4.167561066325405, 7.956457176929445, 6.054976554219139, 1.3789397158367445]","[71, 41, 46, 15, 94]"
monitoring watering duration,48.63310021054985,90.59006029241836,196,107,"[2.5844831086122158, 6.389299491758907, 1.1664373686678298, 0.7240642636508476, 1.2531596852145455]","[54, 86, 23, 58, 56]"
monitoring sunlight duration,71.69316494974734,39.36015411976881,69,30,"[0.3105731969807457, 4.076250415201978, 2.222343222355778, 1.4071962081003109, 5.688718523288047]","[46, 71, 54, 68, 28]"
monitoring nutrients,43.19549976011263,22.092855665623457,285,204,"[6.6832215608232985, 2.6380435001432567, 5.780725183951205, 4.009272131220108, 6.784552356680137]","[54, 53, 45, 54, 45]"
general monitoring,30.22190005155403,2.46895023482977,180,110,"[8.991124705903475, 4.983453964821129, 5.017996341876665, 3.3819971401436133, 1.4470149741334215]","[88, 19, 65, 78, 15]"
general monitoring,19.30560306296907,46.84009302287211,135,295,"[2.0069447330058345, 3.316308167476565, 7.685029947581537, 3.8995920566351794, 2.486739080366166]","[42, 61, 87, 29, 57]"
general monitoring,25.960184366433147,68.6778355136303,28,282,"[9.764037709425052, 7.460795440969051, 9.471955040640319, 6.33817787972005, 5.189494957267973]","[43, 68, 24, 87, 53]"
general monitoring,50.132878425731356,86.48980631224323,147,34,"[1.2129805665409277, 9.045615580119152, 1.3479493232280282, 4.541239634449424, 6.605393301468609]","[54, 93, 22, 55, 71]"
general monitoring,23.456130167250855,34.92927400917771,193,264,"[4.337227984548164, 2.334539529604691, 0.686273037472146, 1.5984617841978899, 7.570585329469791]","[31, 23, 27, 70, 89]"
monitoring sunlight,98.07031105712937,94.2398991924631,170,108,"[3.1397715021778283, 1.7421713781583725, 7.882657188747607, 6.435718198949151, 8.72295151211162]","[57, 53, 72, 38, 49]"
monitoring water level,67.83974748830907,13.520529743680465,64,241,"[6.6453011228213175, 0.49741418243954394, 7.353917583485022, 3.03542023122489, 4.483612202894714]","[32, 71, 70, 50, 97]"
monitoring watering duration,39.44116211374291,8.978390821699023,296,81,"[5.097449081248403, 8.383787350596926, 9.088291310719441, 9.599287157635871, 1.8284823504578085]","[23, 91, 35, 43, 27]"
monitoring sunlight duration,75.83669284670988,85.49412055663583,172,274,"[1.1833106896862444, 6.018692160324537, 3.678599290059965, 0.254006395576154, 9.921752038707574]","[94, 66, 29, 21, 93]"
monitoring nutrients,95.99509422178267,41.857048168591426,135,279,"[0.024176703117557707, 0.7923055430145087, 0.04818224299223073, 9.61595933717483, 4.296638485320638]","[79, 32, 96, 44, 71]"
general monitoring,14.383036080632571,31.978128066257838,196,179,"[5.659785621380093, 8.799612589121761, 2.324026846457926, 2.435773192937405, 7.188746375610792]","[17, 51, 16, 11, 50]"
general monitoring,66.75527468716724,38.513967096824445,80,24,"[5.32644441260373, 0.19013332350736212, 2.3817855571812494, 5.53662082012214, 3.2997986311324654]","[92, 60, 93, 48, 62]"
general monitoring,1.8668108466651234,95.88830323207581,130,52,"[0.3919293739995544, 6.287457137872271, 2.8493631749895787, 8.18408697251813, 9.229648454663826]","[47, 66, 33, 94, 92]"
general monitoring,44.225313423116916,14.546715553564816,259,101,"[8.710276101365084, 2.069930463604952, 1.5276294306049643, 9.661308043866049, 1.873042098498492]","[81, 12, 54, 41, 42]"
general monitoring,42.68955651038857,52.37198278626789,23,211,"[6.37569027863789, 8.266143657186277, 1.4335246221748843, 0.1729989263385412, 6.8442056886168885]","[27, 91, 18, 81, 48]"
monitoring sunlight,73.85906749879616,71.14791780406712,223,89,"[4.477196483407563, 4.742233651804369, 9.472306349050875, 5.914291165803537, 8.299787448328749]","[77, 47, 60, 45, 79]"
monitoring water level,23.957389281276974,95.11024395699954,291,274,"[8.189544788339564, 5.22962804539028, 8.060480263341912, 2.497118286252954, 9.380969678119751]","[22, 30, 49, 25, 46]"
monitoring watering duration,79.51296708410868,59.18063081287242,225,146,"[8.28301235895561, 1.4020917915022857, 4.025163534337381, 6.537359792446432, 9.739124109675478]","[18, 11, 38, 75, 39]"
monitoring sunlight duration,40.49239396955614,39.677912256543316,253,130,"[3.4381454114217824, 9.01111826683625, 9.497920675803611, 1.8284300183418056, 7.11066284405664]","[66, 42, 22, 35, 49]"
monitoring nutrients,28.912900132386486,55.62224843866672,93,230,"[9.217302364514662, 5.121951130377385, 9.137698163829798, 4.71207701768479, 1.8811809246966782]","[24, 34, 44, 86, 25]"
general monitoring,24.89057172889615,15.820996225797689,228,162,"[5.211017067537785, 1.6551616121713264, 2.322097546083539, 3.9761117406623123, 6.278783985209969]","[67, 96, 60, 14, 77]"
general monitoring,62.13526452814371,59.766763236222545,86,126,"[7.547475328838039, 3.3988038670751575, 0.9020286135950051, 2.0416803240561987, 8.656222165176185]","[24, 93, 48, 91, 81]"
general monitoring,39.785803550023566,7.506611060744694,255,25,"[9.866422049179334, 5.952353969929965, 3.1935565207818972, 9.112553123164354, 0.3488339061150125]","[66, 28, 52, 52, 40]"
general monitoring,81.44344833988184,79.80272110571967,117,280,"[7.988179961078457, 5.407600958973822, 0.1308924833074343, 6.374729954210872, 6.834102411467295]","[48, 84, 30, 78, 16]"
general monitoring,29.661507920739048,53.57686340536666,177,266,"[1.751439734472281, 0.40105277616932944, 4.004337388125024, 4.564211522403074, 3.25312210682821]","[77, 20, 94, 69, 68]"
monitoring sunlight,43.41848348043994,85.57799597084467,212,78,"[6.836661646479888, 3.916795935885593, 9.538114479423946, 8.674067407112986, 4.965191838103586]","[92, 68, 94, 41, 41]"
monitoring water level,2.3572870613277064,45.76880575043164,246,151,"[5.196520589036828, 5.596198428704123, 2.347631726396128, 2.6444195029846416, 0.4813692561308358]","[92, 41, 48, 74, 28]"
monitoring watering duration,69.12011240303885,17.486861840268997,213,264,"[0.8609583630923545, 6.075047522652971, 2.540211907591524, 2.735612764048263, 6.494974819786371]","[30, 84, 59, 54, 86]"
monitoring sunlight duration,80.32080919238417,51.07380111877987,93,192,"[7.176415325693748, 1.1592611774683625, 6.926246178476283, 0.7443936149093555, 6.846051487610023]","[19, 23, 27, 80, 23]"
monitoring nutrients,4.56846625794639,24.649985060420356,267,74,"[0.8813647727712515, 5.916435564432323, 3.869449010246023, 4.132333803486151, 1.7434439344139863]","[20, 97, 17, 28, 87]"
general monitoring,62.422674722378915,86.54422163267822,244,73,"[5.800329294834432, 5.214826165645604, 7.189262855421736, 1.3536197448233889, 8.511307776053146]","[92, 24, 35, 15, 32]"
general monitoring,57.66414978380031,31.079398230303635,114,183,"[4.018637397357427, 9.667214289401855, 7.349914073240951, 4.481446431857287, 5.456711429050369]","[51, 49, 96, 27, 63]"
general monitoring,91.4455248238208,3.6246792304496234,221,287,"[8.5205389351812, 3.5383327596226968, 3.189433708406705, 7.567519614899289, 8.189537879360628]","[81, 10, 49, 33, 12]"
general monitoring,98.13302496086189,50.14689895175225,275,76,"[6.551012294367478, 6.778239392850786, 3.801963626021385, 2.1531234209999885, 3.2765719688763872]","[20, 73, 10, 57, 83]"
general monitoring,37.27162383901423,2.8255471114499553,10,135,"[7.249762315593202, 7.433809236737444, 9.95762156313561, 4.88689366844831, 4.766635793915822]","[56, 93, 60, 83, 13]"
monitoring sunlight,87.06257636510631,12.745729529557492,64,31,"[7.932968866911843, 5.656462852573267, 1.1180795320640369, 5.197546170011048, 1.7715711866361705]","[64, 27, 98, 78, 38]"
monitoring water level,39.52652907068101,39.588806525897034,215,59,"[1.9455267206104965, 5.549921143989655, 6.375965585424747, 8.945954592225418, 4.934071748549353]","[66, 97, 48, 88, 65]"
monitoring watering duration,59.463595573967396,27.545063813592975,24,71,"[4.3920667085837675, 3.899445219613046, 0.37432541825110244, 7.781416864393619, 5.219131836639778]","[21, 98, 44, 44, 88]"
monitoring sunlight duration,42.14719005087454,65.6084584161425,19,154,"[1.0542992508805293, 5.870649116800485, 0.5572930252163799, 2.3045388895960475, 0.813793139726906]","[27, 27, 72, 21, 45]"
monitoring nutrients,84.80199468362828,63.60272175737332,104,17,"[7.908677994028828, 9.94891715055285, 1.0354516967002647, 9.494100843876607, 2.3234493302932346]","[55, 19, 66, 78, 94]"
general monitoring,73.1414764588755,72.6367920289537,45,253,"[8.735043298003792, 9.626792628901953, 6.689921686091861, 9.255135595776668, 9.929659012039206]","[33, 42, 85, 44, 82]"
general monitoring,88.85120927413351,90.72295482967073,44,292,"[6.121464824878855, 1.1363489808761562, 4.12419097602038, 1.813606837802032, 7.359436386705519]","[81, 14, 58, 43, 56]"
general monitoring,14.432500673241222,34.3757016201266,217,227,"[8.348766368387594, 1.8925919041982842, 6.171223113001256, 5.044922411468522, 9.404571713338116]","[87, 63, 62, 30, 44]"
general monitoring,18.713697089685134,58.737994256549406,122,130,"[7.538610796755333, 0.3790807781778138, 5.277394617004485, 1.4075873151114482, 3.8553306252260655]","[58, 80, 10, 79, 10]"
general monitoring,27.277886209017353,38.344759764620974,254,181,"[7.907035630485936, 8.340856081693168, 2.7668512760539796, 5.61327377877571, 5.299061253992177]","[75, 47, 39, 29, 16]"
monitoring sunlight,21.60357626632835,26.1424953548389,18,130,"[0.3452196099276561, 6.160431810641544, 5.242185628015572, 7.412314210274732, 7.340797196341493]","[42, 74, 93, 20, 18]"
monitoring water level,8.545402535095569,26.457716640854233,18,251,"[7.596984910623169, 3.2552446315103802, 3.8122381529704006, 7.9376715818035635, 9.234629687038948]","[56, 72, 57, 32, 56]"
monitoring watering duration,92.18889579225058,35.049691109356914,75,86,"[1.1701230952714536, 4.729023336402563, 8.113782394947629, 0.3782380294298149, 3.550838504517664]","[57, 51, 57, 77, 59]"
monitoring sunlight duration,59.17224949127768,94.95495271529876,94,255,"[9.12527960376276, 1.9985777553985384, 1.2322068379077933, 3.1821008291186903, 7.881554120993158]","[68, 64, 96, 10, 26]"
monitoring nutrients,81.67460930062875,75.30421405747269,192,299,"[1.445716369120995, 1.9437128260206782, 8.87067084630778, 3.3367406676502265, 5.191845072422387]","[54, 81, 85, 16, 48]"
general monitoring,70.01453796115435,99.75157441907763,10,221,"[3.096822418787133, 6.276731767002887, 1.7067394020314652, 8.285287563630336, 3.4334658329356236]","[89, 92, 53, 98, 88]"
general monitoring,55.20877434985172,23.531200905841487,48,175,"[5.07653010359233, 2.2705149722732134, 1.8900173745006932, 8.922404921128429, 2.159793494109966]","[60, 74, 33, 53, 80]"
general monitoring,22.72155036175438,65.37627841940335,58,123,"[4.173303021490957, 4.839169809463714, 9.589580619271958, 0.5217097727940112, 4.665222046539414]","[93, 41, 95, 27, 81]"
general monitoring,11.773841881184499,79.70545273604117,201,230,"[0.40003046301555156, 1.509514436333268, 1.5104545239281453, 1.664358351897034, 5.284537675836761]","[34, 33, 56, 68, 54]"
general monitoring,78.02454625186994,29.82018341088757,93,280,"[0.38526826657216295, 9.901103751928432, 6.246229055818592, 7.388347459811766, 2.250744973817964]","[48, 44, 54, 37, 80]"
monitoring sunlight,63.4695536325777,69.95918043497096,217,54,"[5.769486897023528, 1.79318225363451, 9.951777072106397, 3.263216890760252, 2.904379050249174]","[18, 83, 50, 63, 63]"
monitoring water level,1.1222931733746,82.33449268112676,76,132,"[0.1425889313536144, 6.554303485451973, 6.589217203811831, 5.072152021652028, 5.639119640590771]","[38, 76, 25, 54, 47]"
monitoring watering duration,82.39438815152673,6.486813293217352,286,181,"[0.12875333977505954, 5.693243924525429, 3.5022581611802805, 1.4092965426689619, 8.443703998894685]","[79, 56, 40, 13, 13]"
monitoring sunlight duration,37.472960791905116,9.503172826254858,62,42,"[1.5729405711287636, 3.3677975633613766, 3.550391821570865, 7.930473696997274, 8.481943671494122]","[39, 11, 36, 74, 93]"
monitoring nutrients,99.45609612517934,6.948704570681741,53,91,"[9.193083182324942, 5.7267963006378135, 8.669170573253309, 5.035089692580398, 6.188065187060191]","[87, 22, 75, 83, 77]"
general monitoring,80.62542111691765,99.20042328138557,261,256,"[4.063571488351107, 1.7051219094448622, 7.071805601769164, 0.7995175673254362, 8.88115934481092]","[80, 89, 64, 78, 69]"
general monitoring,72.75330995419193,50.39695294485804,52,37,"[3.388710246192015, 6.749503625553429, 3.267212620995222, 0.7837995792107244, 1.7784634819232858]","[45, 86, 16, 64, 20]"
general monitoring,26.85166106879253,45.329505543866354,82,165,"[8.465633056825641, 6.391111484098481, 1.9755259278466164, 6.296796193457109, 5.0041841944888805]","[99, 52, 13, 76, 84]"
general monitoring,7.298415122834867,36.5823713114615,178,237,"[3.98781195695776, 6.910462319399299, 6.55243318469234, 2.1236968678616988, 5.04546665784326]","[84, 36, 96, 96, 24]"
general monitoring,47.550161673912484,32.25570515604915,26,29,"[7.856906617257278, 0.3579800396216848, 9.631886840667365, 5.291828213224087, 4.274015465034822]","[53, 40, 11, 60, 100]"
monitoring sunlight,99.94888191665576,61.685725827279384,266,203,"[0.012003121193624455, 3.3441877167551404, 0.2570598417104819, 2.5274086874281334, 2.7191047242986786]","[13, 89, 87, 38, 64]"
monitoring water level,40.99163560334736,58.27712128989286,255,182,"[2.9254109382550753, 7.111010859890941, 1.6864855027566727, 5.377529494008725, 2.709722837528311]","[48, 11, 10, 57, 32]"
monitoring watering duration,30.58623589177707,50.80508732226973,255,69,"[4.693587772260938, 2.342500310918619, 2.2534583635663044, 2.8904070436846263, 4.726618101281663]","[57, 92, 77, 73, 13]"
monitoring sunlight duration,84.87570006770862,77.30696056287753,123,278,"[2.599046255244646, 7.14408196517629, 6.216475059689671, 6.45831857162398, 1.300325800255867]","[42, 91, 61, 95, 14]"
monitoring nutrients,41.22624900986516,23.180574495306626,169,231,"[4.358068155936746, 0.9227918980136207, 2.796438779151055, 3.7432938709983086, 1.9561190366009307]","[60, 97, 87, 52, 85]"
general monitoring,47.38358287435709,94.43448708126768,278,240,"[2.0613662118751375, 9.97232168991107, 1.6869211447369326, 5.575410096528813, 9.402564268462225]","[18, 14, 21, 60, 42]"
general monitoring,71.21663269909128,93.22219675919467,261,47,"[0.6180629564163453, 2.638032624365022, 1.6276187560588362, 7.855587101278916, 7.802142896982942]","[30, 89, 63, 67, 25]"
general monitoring,66.23826301393959,64.13635945029519,198,67,"[0.17507152642066037, 8.852189032543684, 1.213284028860131, 7.022071655935516, 7.7071983349815385]","[96, 26, 18, 76, 96]"
general monitoring,85.15860495240068,15.970363634109008,160,141,"[7.256641983956186, 0.7346644234620725, 3.999716976230677, 5.082634504990843, 9.391872892234215]","[12, 59, 97, 68, 15]"
